Deformation,      Standard force,       Bending angle,Absolute crosshead t
1.153328514099e+01,  1.108265625000e+03,  3.078570502468e+01, -1.711528491797e+02
1.153662586212e+01,  1.108205322266e+03,  3.079485393879e+01, -1.711495084585e+02
1.153995418549e+01,  1.108217041016e+03,  3.080396891438e+01, -1.711461801352e+02
1.154328441620e+01,  1.108412719727e+03,  3.081308912736e+01, -1.711428499045e+02
1.154661178589e+01,  1.108246826172e+03,  3.082220151890e+01, -1.711395225348e+02
1.154995536804e+01,  1.108269409180e+03,  3.083135832395e+01, -1.711361789526e+02
1.155327510834e+01,  1.108315795898e+03,  3.084044984872e+01, -1.711328592123e+02
1.155661582947e+01,  1.108486206055e+03,  3.084959884564e+01, -1.711295184912e+02
1.155995178223e+01,  1.108390869141e+03,  3.085873479717e+01, -1.711261825384e+02
1.156328773499e+01,  1.108479614258e+03,  3.086787076199e+01, -1.711228465857e+02
1.156662654877e+01,  1.108621337891e+03,  3.087701457529e+01, -1.711195077719e+02
1.156995010376e+01,  1.108546875000e+03,  3.088611661323e+01, -1.711161842169e+02
1.157328319550e+01,  1.108628173828e+03,  3.089524478182e+01, -1.711128511252e+02
1.157661533356e+01,  1.108707641602e+03,  3.090437035142e+01, -1.711095189871e+02
1.157994651794e+01,  1.108797485352e+03,  3.091349332192e+01, -1.711061878027e+02
1.158327865601e+01,  1.108806396484e+03,  3.092261891676e+01, -1.711028556647e+02
1.158661174774e+01,  1.108992553711e+03,  3.093174713585e+01, -1.710995225729e+02
1.158994865417e+01,  1.108943847656e+03,  3.094088581447e+01, -1.710961856665e+02
1.159328746796e+01,  1.109012695313e+03,  3.095002972896e+01, -1.710928468527e+02
1.159661769867e+01,  1.109099609375e+03,  3.095915014934e+01, -1.710895166220e+02
1.159995460510e+01,  1.109059936523e+03,  3.096828886436e+01, -1.710861797156e+02
1.160328197479e+01,  1.109207885742e+03,  3.097740147316e+01, -1.710828523459e+02
1.160661697388e+01,  1.109240478516e+03,  3.098653498822e+01, -1.710795173468e+02
1.160995006561e+01,  1.109295410156e+03,  3.099566329130e+01, -1.710761842551e+02
1.161327743530e+01,  1.109333251953e+03,  3.100477593498e+01, -1.710728568854e+02
1.161661529541e+01,  1.109295898438e+03,  3.101391732012e+01, -1.710695190253e+02
1.161995124817e+01,  1.109410644531e+03,  3.102305349295e+01, -1.710661830725e+02
1.162329673767e+01,  1.109316406250e+03,  3.103221579530e+01, -1.710628375830e+02
1.162661838531e+01,  1.109418945313e+03,  3.104131281293e+01, -1.710595159354e+02
1.162994384766e+01,  1.109200439453e+03,  3.105042028880e+01, -1.710561904730e+02
1.163329124451e+01,  1.109412231445e+03,  3.105958784782e+01, -1.710528430762e+02
1.163661861420e+01,  1.109430541992e+03,  3.106870056892e+01, -1.710495157065e+02
1.163994789124e+01,  1.109674194336e+03,  3.107781852429e+01, -1.710461864294e+02
1.164328289032e+01,  1.109517089844e+03,  3.108695216125e+01, -1.710428514303e+02
1.164661312103e+01,  1.109452148438e+03,  3.109607274933e+01, -1.710395211996e+02
1.164995574951e+01,  1.109467407227e+03,  3.110522730181e+01, -1.710361785712e+02
1.165328121185e+01,  1.109636108398e+03,  3.111433485102e+01, -1.710328531088e+02
1.165662193298e+01,  1.109808715820e+03,  3.112348420002e+01, -1.710295123877e+02
1.165994930267e+01,  1.109811523438e+03,  3.113259699288e+01, -1.710261850180e+02
1.166327857971e+01,  1.109756591797e+03,  3.114171501925e+01, -1.710228557410e+02
1.166662025452e+01,  1.110037353516e+03,  3.115086700961e+01, -1.710195140662e+02
1.166994762421e+01,  1.110046997070e+03,  3.115997983150e+01, -1.710161866965e+02
1.167327785492e+01,  1.110032714844e+03,  3.116910049844e+01, -1.710128564657e+02
1.167661666870e+01,  1.109958496094e+03,  3.117824468163e+01, -1.710095176520e+02
1.167995643616e+01,  1.109931640625e+03,  3.118739148596e+01, -1.710061778845e+02
1.168328666687e+01,  1.109828491211e+03,  3.119651218061e+01, -1.710028476538e+02
1.168661308289e+01,  1.109932006836e+03,  3.120562243669e+01, -1.709995212378e+02
1.168994998932e+01,  1.110149780273e+03,  3.121476143241e+01, -1.709961843313e+02
1.169328594208e+01,  1.110264160156e+03,  3.122389782503e+01, -1.709928483786e+02
1.169661235809e+01,  1.110048339844e+03,  3.123300810738e+01, -1.709895219626e+02
1.169994735718e+01,  1.110023803711e+03,  3.124214190530e+01, -1.709861869635e+02
1.170328330994e+01,  1.110177368164e+03,  3.125127832356e+01, -1.709828510107e+02
1.170662403107e+01,  1.110312744141e+03,  3.126042780965e+01, -1.709795102896e+02
1.170995235443e+01,  1.110297119141e+03,  3.126954334922e+01, -1.709761819662e+02
1.171328449249e+01,  1.110127197266e+03,  3.127866934448e+01, -1.709728498282e+02
1.171661663055e+01,  1.110482055664e+03,  3.128779534769e+01, -1.709695176901e+02
1.171994686127e+01,  1.110354736328e+03,  3.129691613493e+01, -1.709661874594e+02
1.172328472137e+01,  1.110319824219e+03,  3.130605782519e+01, -1.709628495993e+02
1.172661495209e+01,  1.110456298828e+03,  3.131517862777e+01, -1.709595193686e+02
1.172994422913e+01,  1.110428710938e+03,  3.132429682593e+01, -1.709561900915e+02
1.173328590393e+01,  1.110376464844e+03,  3.133344898640e+01, -1.709528484167e+02
1.173662376404e+01,  1.110176513672e+03,  3.134259070650e+01, -1.709495105566e+02
1.173995494843e+01,  1.110442993164e+03,  3.135171415032e+01, -1.709461793722e+02
1.174328517914e+01,  1.110349121094e+03,  3.136083498924e+01, -1.709428491415e+02
1.174660968781e+01,  1.110226196289e+03,  3.136994016352e+01, -1.709395246329e+02
1.174995231628e+01,  1.110352050781e+03,  3.137909497122e+01, -1.709361820044e+02
1.175328254700e+01,  1.110514282227e+03,  3.138821583056e+01, -1.709328517737e+02
1.175661373138e+01,  1.110467529297e+03,  3.139733930839e+01, -1.709295205893e+02
1.175994873047e+01,  1.110488281250e+03,  3.140647324043e+01, -1.709261855902e+02
1.176328945160e+01,  1.110518432617e+03,  3.141562285044e+01, -1.709228448691e+02
1.176663208008e+01,  1.110471923828e+03,  3.142477769058e+01, -1.709195022406e+02
1.176994991302e+01,  1.110836791992e+03,  3.143386462644e+01, -1.709161844076e+02
1.177328014374e+01,  1.110648925781e+03,  3.144298552349e+01, -1.709128541769e+02
1.177661705017e+01,  1.110782348633e+03,  3.145212471003e+01, -1.709095172705e+02
1.177994918823e+01,  1.110713378906e+03,  3.146125084262e+01, -1.709061851324e+02
1.178327751160e+01,  1.110696411133e+03,  3.147036653308e+01, -1.709028568091e+02
1.178661060333e+01,  1.110665405273e+03,  3.147949528880e+01, -1.708995237173e+02
1.178995132446e+01,  1.110716186523e+03,  3.148864494555e+01, -1.708961829962e+02
1.179329109192e+01,  1.110774414063e+03,  3.149779199568e+01, -1.708928432287e+02
1.179661273956e+01,  1.110846557617e+03,  3.150688942393e+01, -1.708895215811e+02
1.179995822906e+01,  1.110592651367e+03,  3.151605215607e+01, -1.708861760916e+02
1.180327987671e+01,  1.110701293945e+03,  3.152514959432e+01, -1.708828544440e+02
1.180661296844e+01,  1.110624511719e+03,  3.153427838088e+01, -1.708795213522e+02
1.180994701385e+01,  1.110807373047e+03,  3.154340978412e+01, -1.708761873068e+02
1.181328296661e+01,  1.110854858398e+03,  3.155254641590e+01, -1.708728513541e+02
1.181661796570e+01,  1.110758911133e+03,  3.156168044023e+01, -1.708695163550e+02
1.181995105743e+01,  1.110954345703e+03,  3.157080924503e+01, -1.708661832632e+02
1.182329368591e+01,  1.110787475586e+03,  3.157996417373e+01, -1.708628406348e+02
1.182661819458e+01,  1.110804687500e+03,  3.158906947928e+01, -1.708595161261e+02
1.182994747162e+01,  1.110658569336e+03,  3.159818784868e+01, -1.708561868490e+02
1.183328723907e+01,  1.110601074219e+03,  3.160733495363e+01, -1.708528470816e+02
1.183662033081e+01,  1.110642578125e+03,  3.161646377863e+01, -1.708495139899e+02
1.183994865417e+01,  1.110676269531e+03,  3.162557954747e+01, -1.708461856665e+02
1.184327793121e+01,  1.110717163086e+03,  3.163469793185e+01, -1.708428563895e+02
1.184661769867e+01,  1.110864013672e+03,  3.164384505136e+01, -1.708395166220e+02
1.184995651245e+01,  1.110721313477e+03,  3.165298956226e+01, -1.708361778082e+02
1.185328388214e+01,  1.111045288086e+03,  3.166210273273e+01, -1.708328504385e+02
1.185662078857e+01,  1.110811035156e+03,  3.167124202603e+01, -1.708295135321e+02
1.185995101929e+01,  1.110771118164e+03,  3.168036303853e+01, -1.708261833014e+02
1.186328315735e+01,  1.110771972656e+03,  3.168948927784e+01, -1.708228511633e+02
1.186661338806e+01,  1.110719482422e+03,  3.169861029598e+01, -1.708195209326e+02
1.186994552612e+01,  1.110873413086e+03,  3.170773654071e+01, -1.708161887945e+02
1.187327957153e+01,  1.110971801758e+03,  3.171686801193e+01, -1.708128547491e+02
1.187661552429e+01,  1.110986083984e+03,  3.172600470953e+01, -1.708095187964e+02
1.187995529175e+01,  1.110799804688e+03,  3.173515185735e+01, -1.708061790289e+02
1.188329029083e+01,  1.110821411133e+03,  3.174428594747e+01, -1.708028440298e+02
1.188661384583e+01,  1.110847656250e+03,  3.175338869591e+01, -1.707995204748e+02
1.188994789124e+01,  1.110858398438e+03,  3.176252017808e+01, -1.707961864294e+02
1.189328289032e+01,  1.111016601563e+03,  3.177165427407e+01, -1.707928514303e+02
1.189661216736e+01,  1.110909912109e+03,  3.178077269990e+01, -1.707895221533e+02
1.189994812012e+01,  1.111131835938e+03,  3.178990941121e+01, -1.707861862006e+02
1.190328121185e+01,  1.111085327148e+03,  3.179903828807e+01, -1.707828531088e+02
1.190662384033e+01,  1.110992065430e+03,  3.180819328613e+01, -1.707795104803e+02
1.190995407104e+01,  1.111015747070e+03,  3.181731432968e+01, -1.707761802496e+02
1.191328334808e+01,  1.110881958008e+03,  3.182643276240e+01, -1.707728509726e+02
1.191661357880e+01,  1.110901245117e+03,  3.183555380813e+01, -1.707695207419e+02
1.191995048523e+01,  1.111045898438e+03,  3.184469313865e+01, -1.707661838354e+02
1.192328834534e+01,  1.111154907227e+03,  3.185383508197e+01, -1.707628459753e+02
1.192661094666e+01,  1.111065429688e+03,  3.186293523422e+01, -1.707595233740e+02
1.192993927002e+01,  1.111104858398e+03,  3.187205105894e+01, -1.707561950506e+02
1.193328094482e+01,  1.111132446289e+03,  3.188120345189e+01, -1.707528533758e+02
1.193662357330e+01,  1.111094970703e+03,  3.189035845716e+01, -1.707495107474e+02
1.193994998932e+01,  1.111093994141e+03,  3.189946905892e+01, -1.707461843313e+02
1.194328498840e+01,  1.111143188477e+03,  3.190860316864e+01, -1.707428493323e+02
1.194661521912e+01,  1.111137695313e+03,  3.191772421843e+01, -1.707395191016e+02
1.194995307922e+01,  1.111193725586e+03,  3.192686616397e+01, -1.707361812414e+02
1.195327854156e+01,  1.111397827148e+03,  3.193597415346e+01, -1.707328557791e+02
1.195661830902e+01,  1.111205322266e+03,  3.194512132236e+01, -1.707295160116e+02
1.195994758606e+01,  1.111197753906e+03,  3.195423975896e+01, -1.707261867346e+02
1.196328735352e+01,  1.111428588867e+03,  3.196338692679e+01, -1.707228469672e+02
1.196663093567e+01,  1.111304809570e+03,  3.197254454185e+01, -1.707195033850e+02
1.196995353699e+01,  1.111349365234e+03,  3.198164469244e+01, -1.707161807837e+02
1.197328186035e+01,  1.111451049805e+03,  3.199076051400e+01, -1.707128524603e+02
1.197661781311e+01,  1.111409057617e+03,  3.199989723036e+01, -1.707095165076e+02
1.197995281219e+01,  1.111451782227e+03,  3.200903133357e+01, -1.707061815085e+02
1.198328113556e+01,  1.111637329102e+03,  3.201814715162e+01, -1.707028531851e+02
1.198660850525e+01,  1.111704589844e+03,  3.202726035629e+01, -1.706995258154e+02
1.198995208740e+01,  1.111554321289e+03,  3.203641796312e+01, -1.706961822333e+02
1.199328899384e+01,  1.111417968750e+03,  3.204555728445e+01, -1.706928453268e+02
1.199661159515e+01,  1.111496093750e+03,  3.205465742431e+01, -1.706895227255e+02
1.199995517731e+01,  1.111479125977e+03,  3.206381502588e+01, -1.706861791434e+02
1.200328159332e+01,  1.111672119141e+03,  3.207292560982e+01, -1.706828527273e+02
1.200661945343e+01,  1.111683471680e+03,  3.208206753541e+01, -1.706795148672e+02
1.200994873047e+01,  1.111879760742e+03,  3.209118595099e+01, -1.706761855902e+02
1.201327991486e+01,  1.111905395508e+03,  3.210030958819e+01, -1.706728544058e+02
1.201661586761e+01,  1.112012084961e+03,  3.210944628283e+01, -1.706695184531e+02
1.201994895935e+01,  1.111897583008e+03,  3.211857513897e+01, -1.706661853613e+02
1.202329254150e+01,  1.111970092773e+03,  3.212773272416e+01, -1.706628417792e+02
1.202661800385e+01,  1.112125610352e+03,  3.213684067903e+01, -1.706595163168e+02
1.202994346619e+01,  1.112281250000e+03,  3.214594863100e+01, -1.706561908545e+02
1.203328037262e+01,  1.112067260742e+03,  3.215508792362e+01, -1.706528539480e+02
1.203662014008e+01,  1.111884155273e+03,  3.216423504901e+01, -1.706495141806e+02
1.203994560242e+01,  1.112017822266e+03,  3.217334299157e+01, -1.706461887183e+02
1.204328060150e+01,  1.112310668945e+03,  3.218247705046e+01, -1.706428537192e+02
1.204661464691e+01,  1.111998168945e+03,  3.219160849389e+01, -1.706395196738e+02
1.204996395111e+01,  1.112116455078e+03,  3.220078172519e+01, -1.706361703696e+02
1.205328083038e+01,  1.112088867188e+03,  3.220986614587e+01, -1.706328534903e+02
1.205661869049e+01,  1.112130615234e+03,  3.221900802598e+01, -1.706295156302e+02
1.205994701385e+01,  1.112073730469e+03,  3.222812378249e+01, -1.706261873068e+02
1.206327915192e+01,  1.112005981445e+03,  3.223724998279e+01, -1.706228551688e+02
1.206661701202e+01,  1.112203491211e+03,  3.224639185066e+01, -1.706195173086e+02
1.206994628906e+01,  1.112269287109e+03,  3.225551020658e+01, -1.706161880316e+02
1.207327747345e+01,  1.112310058594e+03,  3.226463378201e+01, -1.706128568472e+02
1.207662010193e+01,  1.112299926758e+03,  3.227378869640e+01, -1.706095142187e+02
1.207995605469e+01,  1.112394287109e+03,  3.228292532241e+01, -1.706061782660e+02
1.208328914642e+01,  1.112596923828e+03,  3.229205410778e+01, -1.706028451742e+02
1.208661651611e+01,  1.112628173828e+03,  3.230116721654e+01, -1.705995178046e+02
1.208995437622e+01,  1.112440795898e+03,  3.231030905179e+01, -1.705961799444e+02
1.209328174591e+01,  1.112656860352e+03,  3.231942215045e+01, -1.705928525748e+02
1.209661293030e+01,  1.112526123047e+03,  3.232854569169e+01, -1.705895213904e+02
1.209995460510e+01,  1.112605712891e+03,  3.233769795901e+01, -1.705861797156e+02
1.210327911377e+01,  1.112773681641e+03,  3.234680320580e+01, -1.705828552069e+02
1.210662174225e+01,  1.112857910156e+03,  3.235595807399e+01, -1.705795125784e+02
1.210996055603e+01,  1.112804321289e+03,  3.236510248867e+01, -1.705761737646e+02
1.211328315735e+01,  1.112808837891e+03,  3.237420249452e+01, -1.705728511633e+02
1.211661624908e+01,  1.113034179688e+03,  3.238333122580e+01, -1.705695180716e+02
1.211994934082e+01,  1.112866577148e+03,  3.239245995104e+01, -1.705661849798e+02
1.212329006195e+01,  1.113103759766e+03,  3.240160956560e+01, -1.705628442587e+02
1.212661457062e+01,  1.113103149414e+03,  3.241071477097e+01, -1.705595197501e+02
1.212994098663e+01,  1.112917114258e+03,  3.241982519384e+01, -1.705561933340e+02
1.213329029083e+01,  1.113117309570e+03,  3.242899829655e+01, -1.705528440298e+02
1.213662338257e+01,  1.112833251953e+03,  3.243812698979e+01, -1.705495109381e+02
1.213995170593e+01,  1.113078247070e+03,  3.244724261664e+01, -1.705461826147e+02
1.214328670502e+01,  1.113037719727e+03,  3.245637652013e+01, -1.705428476157e+02
1.214661788940e+01,  1.113179565430e+03,  3.246549996893e+01, -1.705395164313e+02
1.214995574951e+01,  1.113141845703e+03,  3.247464169410e+01, -1.705361785712e+02
1.215327644348e+01,  1.112962280273e+03,  3.248373639750e+01, -1.705328578772e+02
1.215661430359e+01,  1.113098632813e+03,  3.249287810812e+01, -1.705295200171e+02
1.215994834900e+01,  1.113114501953e+03,  3.250200936361e+01, -1.705261859717e+02
1.216328144073e+01,  1.113255249023e+03,  3.251113799964e+01, -1.705228528799e+02
1.216662693024e+01,  1.113112915039e+03,  3.252030058281e+01, -1.705195073904e+02
1.216995143890e+01,  1.113074096680e+03,  3.252940569616e+01, -1.705161828818e+02
1.217327976227e+01,  1.113305297852e+03,  3.253852124927e+01, -1.705128545584e+02
1.217661094666e+01,  1.113487426758e+03,  3.254764463008e+01, -1.705095233740e+02
1.217994976044e+01,  1.113421386719e+03,  3.255678889796e+01, -1.705061845602e+02
1.218327999115e+01,  1.113435791016e+03,  3.256590965048e+01, -1.705028543295e+02
1.218661499023e+01,  1.113633422852e+03,  3.257504345411e+01, -1.704995193304e+02
1.218995285034e+01,  1.113681274414e+03,  3.258418508491e+01, -1.704961814703e+02
1.219329833984e+01,  1.113623901367e+03,  3.259334760222e+01, -1.704928359808e+02
1.219661808014e+01,  1.113711791992e+03,  3.260243958975e+01, -1.704895162405e+02
1.219994831085e+01,  1.113938964844e+03,  3.261156029925e+01, -1.704861860098e+02
1.220327854156e+01,  1.113919433594e+03,  3.262068099980e+01, -1.704828557791e+02
1.220662021637e+01,  1.113936035156e+03,  3.262983303387e+01, -1.704795141043e+02
1.220994949341e+01,  1.114121826172e+03,  3.263895110429e+01, -1.704761848273e+02
1.221328258514e+01,  1.114170288086e+03,  3.264807961292e+01, -1.704728517355e+02
1.221665191650e+01,  1.114012329102e+03,  3.265730736328e+01, -1.704694824042e+02
1.221994876862e+01,  1.114117309570e+03,  3.266633660179e+01, -1.704661855521e+02
1.222329044342e+01,  1.114045043945e+03,  3.267548858861e+01, -1.704628438772e+02
1.222662162781e+01,  1.114192626953e+03,  3.268461183509e+01, -1.704595126929e+02
1.222994804382e+01,  1.114129028320e+03,  3.269372201239e+01, -1.704561862768e+02
1.223328399658e+01,  1.114222534180e+03,  3.270285829831e+01, -1.704528503241e+02
1.223661518097e+01,  1.114066040039e+03,  3.271198151481e+01, -1.704495191397e+02
1.223994731903e+01,  1.114174072266e+03,  3.272110733293e+01, -1.704461870016e+02
1.224328327179e+01,  1.114236206055e+03,  3.273024358811e+01, -1.704428510489e+02
1.224661636353e+01,  1.114135253906e+03,  3.273937199725e+01, -1.704395179571e+02
1.224995899200e+01,  1.114371459961e+03,  3.274852651424e+01, -1.704361753287e+02
1.225328350067e+01,  1.114424682617e+03,  3.275763139550e+01, -1.704328508200e+02
1.225661754608e+01,  1.114260620117e+03,  3.276676238436e+01, -1.704295167746e+02
1.225994682312e+01,  1.114433959961e+03,  3.277588030310e+01, -1.704261874975e+02
1.226328277588e+01,  1.114664062500e+03,  3.278501649363e+01, -1.704228515448e+02
1.226662158966e+01,  1.114551391602e+03,  3.279416050846e+01, -1.704195127310e+02
1.226994609833e+01,  1.114698120117e+03,  3.280326533459e+01, -1.704161882223e+02
1.227327919006e+01,  1.114696655273e+03,  3.281239365576e+01, -1.704128551306e+02
1.227661991119e+01,  1.114646850586e+03,  3.282154285996e+01, -1.704095144095e+02
1.227995681763e+01,  1.114648925781e+03,  3.283068160521e+01, -1.704061775030e+02
1.228328895569e+01,  1.114581176758e+03,  3.283980727962e+01, -1.704028453650e+02
1.228661823273e+01,  1.114601440430e+03,  3.284892510674e+01, -1.703995160879e+02
1.228995513916e+01,  1.114752441406e+03,  3.285806381633e+01, -1.703961791815e+02
1.229328727722e+01,  1.114987670898e+03,  3.286718945479e+01, -1.703928470434e+02
1.229660797119e+01,  1.114813110352e+03,  3.287628373946e+01, -1.703895263495e+02
1.229995346069e+01,  1.114804565430e+03,  3.288544591853e+01, -1.703861808600e+02
1.230327892303e+01,  1.114837280273e+03,  3.289455323745e+01, -1.703828553976e+02
1.230661869049e+01,  1.114781494141e+03,  3.290369972066e+01, -1.703795156302e+02
1.230995368958e+01,  1.114881835938e+03,  3.291283313222e+01, -1.703761806311e+02
1.231328773499e+01,  1.114997070313e+03,  3.292196391918e+01, -1.703728465857e+02
1.231661701202e+01,  1.115133300781e+03,  3.293108163432e+01, -1.703695173086e+02
1.231994342804e+01,  1.115226074219e+03,  3.294019150115e+01, -1.703661908926e+02
1.232328510284e+01,  1.115236328125e+03,  3.294934314316e+01, -1.703628492178e+02
1.232660961151e+01,  1.115158081055e+03,  3.295844776008e+01, -1.703595247092e+02
1.232994937897e+01,  1.115271240234e+03,  3.296759415184e+01, -1.703561849417e+02
1.233328819275e+01,  1.115237792969e+03,  3.297673791829e+01, -1.703528461279e+02
1.233662891388e+01,  1.115306152344e+03,  3.298588689457e+01, -1.703495054068e+02
1.233994674683e+01,  1.115099365234e+03,  3.299497317508e+01, -1.703461875738e+02
1.234328079224e+01,  1.115200927734e+03,  3.300410384153e+01, -1.703428535284e+02
1.234661769867e+01,  1.115228149414e+03,  3.301324232921e+01, -1.703395166220e+02
1.234995651245e+01,  1.115234375000e+03,  3.302238602625e+01, -1.703361778082e+02
1.235327625275e+01,  1.115430664063e+03,  3.303147747438e+01, -1.703328580679e+02
1.235661506653e+01,  1.115364990234e+03,  3.304062114287e+01, -1.703295192541e+02
1.235994815826e+01,  1.115508544922e+03,  3.304974912653e+01, -1.703261861624e+02
1.236328220367e+01,  1.115528930664e+03,  3.305887970735e+01, -1.703228521170e+02
1.236662101746e+01,  1.115496337891e+03,  3.306802333207e+01, -1.703195133032e+02
1.236995220184e+01,  1.115556396484e+03,  3.307714604825e+01, -1.703161821188e+02
1.237328433990e+01,  1.115605102539e+03,  3.308627136126e+01, -1.703128499808e+02
1.237661457062e+01,  1.115665405273e+03,  3.309539143584e+01, -1.703095197501e+02
1.237994861603e+01,  1.115792114258e+03,  3.310452194210e+01, -1.703061857046e+02
1.238328552246e+01,  1.115697143555e+03,  3.311366026818e+01, -1.703028487982e+02
1.238661289215e+01,  1.115735351563e+03,  3.312277246195e+01, -1.702995214285e+02
1.238995265961e+01,  1.115637695313e+03,  3.313191859219e+01, -1.702961816611e+02
1.239328956604e+01,  1.115588256836e+03,  3.314105687172e+01, -1.702928447546e+02
1.239662075043e+01,  1.115653076172e+03,  3.315017946543e+01, -1.702895135702e+02
1.239994907379e+01,  1.115904174805e+03,  3.315929420831e+01, -1.702861852469e+02
1.240327930450e+01,  1.115802490234e+03,  3.316841415860e+01, -1.702828550162e+02
1.240661907196e+01,  1.115950927734e+03,  3.317756020947e+01, -1.702795152487e+02
1.240994834900e+01,  1.115977050781e+03,  3.318667751585e+01, -1.702761859717e+02
1.241328048706e+01,  1.116052124023e+03,  3.319580264091e+01, -1.702728538336e+02
1.241661739349e+01,  1.116135742188e+03,  3.320494080780e+01, -1.702695169272e+02
1.241995334625e+01,  1.116137695313e+03,  3.321407634647e+01, -1.702661809744e+02
1.242329216003e+01,  1.116085205078e+03,  3.322321970337e+01, -1.702628421606e+02
1.242662143707e+01,  1.116114135742e+03,  3.323233692708e+01, -1.702595128836e+02
1.242994499207e+01,  1.116187011719e+03,  3.324143846417e+01, -1.702561893286e+02
1.243328666687e+01,  1.116195068359e+03,  3.325058960521e+01, -1.702528476538e+02
1.243661689758e+01,  1.115787353516e+03,  3.325970938959e+01, -1.702495174231e+02
1.243994808197e+01,  1.116066406250e+03,  3.326883176838e+01, -1.702461862387e+02
1.244328308105e+01,  1.116312744141e+03,  3.327796457626e+01, -1.702428512396e+02
1.244661521912e+01,  1.116257690430e+03,  3.328708953183e+01, -1.702395191016e+02
1.244995689392e+01,  1.116283813477e+03,  3.329624058582e+01, -1.702361774267e+02
1.245328426361e+01,  1.116463745117e+03,  3.330535244807e+01, -1.702328500571e+02
1.245662117004e+01,  1.116420043945e+03,  3.331449040846e+01, -1.702295131506e+02
1.245994377136e+01,  1.116518188477e+03,  3.332358917709e+01, -1.702261905493e+02
1.246327972412e+01,  1.116602172852e+03,  3.333272448988e+01, -1.702228545965e+02
1.246661567688e+01,  1.116713500977e+03,  3.334185978446e+01, -1.702195186438e+02
1.246994781494e+01,  1.116687500000e+03,  3.335098461444e+01, -1.702161865057e+02
1.247328281403e+01,  1.116619506836e+03,  3.336011726070e+01, -1.702128515066e+02
1.247661972046e+01,  1.116681518555e+03,  3.336925511152e+01, -1.702095146002e+02
1.247995662689e+01,  1.116693359375e+03,  3.337839294366e+01, -1.702061776938e+02
1.248328781128e+01,  1.116775756836e+03,  3.338751508770e+01, -1.702028465094e+02
1.248661231995e+01,  1.116955810547e+03,  3.339661893208e+01, -1.701995220007e+02
1.248995590210e+01,  1.117087890625e+03,  3.340577498829e+01, -1.701961784186e+02
1.249328517914e+01,  1.116893188477e+03,  3.341489185230e+01, -1.701928491415e+02
1.249661350250e+01,  1.117060424805e+03,  3.342400608560e+01, -1.701895208182e+02
1.249995517731e+01,  1.117161743164e+03,  3.343315686088e+01, -1.701861791434e+02
1.250327491760e+01,  1.117215576172e+03,  3.344224755176e+01, -1.701828594031e+02
1.250661945343e+01,  1.117200317383e+03,  3.345140612243e+01, -1.701795148672e+02
1.250995159149e+01,  1.117088378906e+03,  3.346053072373e+01, -1.701761827292e+02
1.251328659058e+01,  1.117318969727e+03,  3.346966313972e+01, -1.701728477301e+02
1.251662254333e+01,  1.117218017578e+03,  3.347879814723e+01, -1.701695117773e+02
1.251994705200e+01,  1.117259643555e+03,  3.348790179683e+01, -1.701661872687e+02
1.252328586578e+01,  1.117288574219e+03,  3.349704459856e+01, -1.701628484549e+02
1.252661800385e+01,  1.117316528320e+03,  3.350616909961e+01, -1.701595163168e+02
1.252994251251e+01,  1.117248535156e+03,  3.351527268853e+01, -1.701561918082e+02
1.253328227997e+01,  1.117208129883e+03,  3.352441804042e+01, -1.701528520407e+02
1.253662204742e+01,  1.117322265625e+03,  3.353356337160e+01, -1.701495122732e+02
1.253995418549e+01,  1.117413452148e+03,  3.354268779033e+01, -1.701461801352e+02
1.254328536987e+01,  1.117483764648e+03,  3.355180957675e+01, -1.701428489508e+02
1.254661178589e+01,  1.117491577148e+03,  3.356091828501e+01, -1.701395225348e+02
1.254995441437e+01,  1.117609252930e+03,  3.357007136660e+01, -1.701361799063e+02
1.255327701569e+01,  1.117593872070e+03,  3.357916958689e+01, -1.701328573050e+02
1.255661773682e+01,  1.117776733398e+03,  3.358831740296e+01, -1.701295165839e+02
1.255995178223e+01,  1.117682983398e+03,  3.359744691757e+01, -1.701261825384e+02
1.256328868866e+01,  1.117816162109e+03,  3.360658424482e+01, -1.701228456320e+02
1.256662654877e+01,  1.117847900391e+03,  3.361572416172e+01, -1.701195077719e+02
1.256995105743e+01,  1.117842163086e+03,  3.362482749721e+01, -1.701161832632e+02
1.257328319550e+01,  1.117744384766e+03,  3.363395170200e+01, -1.701128511252e+02
1.257661437988e+01,  1.117761962891e+03,  3.364307327338e+01, -1.701095199408e+02
1.257994937897e+01,  1.117869140625e+03,  3.365220526812e+01, -1.701061849417e+02
1.258328342438e+01,  1.117876831055e+03,  3.366133462919e+01, -1.701028508963e+02
1.258661174774e+01,  1.117906982422e+03,  3.367044829966e+01, -1.700995225729e+02
1.258995151520e+01,  1.117981323242e+03,  3.367959328397e+01, -1.700961828055e+02
1.259328746796e+01,  1.117965454102e+03,  3.368872780016e+01, -1.700928468527e+02
1.259661769867e+01,  1.118047363281e+03,  3.369784662549e+01, -1.700895166220e+02
1.259995269775e+01,  1.118184814453e+03,  3.370697848468e+01, -1.700861816229e+02
1.260328197479e+01,  1.118233520508e+03,  3.371609465287e+01, -1.700828523459e+02
1.260661697388e+01,  1.118186889648e+03,  3.372522646597e+01, -1.700795173468e+02
1.260994815826e+01,  1.118230834961e+03,  3.373434781055e+01, -1.700761861624e+02
